gene,length
Q9Y2X8,147
B4DM56,645
P38567,511
Q08257,329
P62906,217
P83731,157
P31371,208
Q75L80,209
P28074,263
Q93063,731
P28070,264
P28072,239
Q86VG2,707
Q29SN7,422
Q708E9,758
Q86SE9,256
Q5T5D7,378
Q08426,723
B4DX87,766
P10243,752
P10242,758
Q9H2Z4,354
P10244,700
Q4G0X0,3685
Q8TDZ4,1403
Q9Y6R4,1608
Q8TBU7,955
Q9BV79,373
P35453,343
A8ASI8,195
Q2WGJ6,581
P35452,270
O95881,172
P53004,296
P50553,236
Q8N4T0,437
P60228,445
Q86UP3,3616
Q86UP0,819
Q9BSF8,483
P10301,218
Q86XP3,938
Q86XP1,1220
Q5JZF5,587
Q8NGB6,313
Q8NGB4,309
B2R6K1,750
Q8NGB9,312
Q9Y4R8,837
Q8IVP9,402
Q8WW22,397
Q86UK0,2597
F5H219,1675
B4E139,883
P49116,615
B3KMB6,655
B3KMB1,1197
Q6ICU0,1249
Q9UIQ6,1025
Q96SZ5,270
Q9Y6R1,1094
B3KXF7,1237
P0C7X2,276
Q92629,289
P35475,675
Q86UA1,669
Q92620,1227
Q92621,2012
Q969G3,411
Q05516,673
F5GWE1,497
O60755,368
Q9NQX4,1742
C0LTP5,673
C0LTP4,673
F5GWE8,471
C0LTP2,673
P20023,1084
P20020,1258
P27037,513
Q496F6,205
Q14592,562
Q14593,569
Q14590,738
Q8WZ92,322
Q9NR48,2969
B3KP89,354
Q6N001,644
Q86UA8,1070
Q9UBP5,337
O60285,661
Q02224,2701
O60282,957
O75717,1129
O75716,350
O75715,221
O75713,1468
P32297,569
P11309,404
P11308,1159
Q02221,97
E9PB46,342
Q8IWR1,403
P14151,385
P32298,578
Q4LE43,1412
Q15973,351
B7ZLR7,115
O43674,189
O43677,76
O43676,98
O43678,99
B1APZ0,75
Q12986,1120
O95467,1037
Q15629,1424
Q14623,411
Q8WXS5,425
O95461,756
Q14627,380
Q15622,320
Q15620,311
Q9UNY5,417
Q6NXR7,758
Q53FM2,281
Q13489,604
Q13488,830
Q5TGH5,326
Q13485,552
Q9H4A4,658
Q9H4A3,2880
Q13480,694
P54710,145
O43293,454
Q9Y2U2,307
Q9P0M4,197
Q70CQ2,3546
Q70CQ3,517
Q70CQ1,688
E9PG94,289
Q70CQ4,1352
Q9GZX7,198
Q9GZX6,179
Q9GZX5,532
Q9H9G7,860
Q9GZX3,395
F1D8R5,470
A8K3N4,415
A6NF12,796
Q4ACW9,330
B4DRJ3,554
Q6ZNA8,340
B4DRJ8,619
Q6LEN5,748
F8W7M3,291
Q5T4F7,317
Q9BWD1,522
P21860,1342
B2RAL6,1170
B2RAL9,384
Q5MJ70,313
Q9NWF9,866
Q494Z0,464
Q9NY12,217
Q494Z3,505
Q494Z4,505
Q2PJS5,520
Q8IZP9,1017
Q9P2E2,1029
Q7RTU3,272
Q5JP00,469
Q16445,453
P62487,172
F8W9F9,2297
P33981,857
B4DUV9,204
Q6ZN44,842
Q8NG50,284
Q9H5M2,326
Q7Z641,601
Q8NH59,317
Q96PM5,261
Q5H9R6,535
F5GXJ0,1264
P12004,261
Q8NH50,307
Q8NH51,312
P28331,741
Q14974,876
Q8NH56,324
Q9H5J0,574
A8K0D4,622
P62158,149
Q96M32,723
Q96B86,458
Q7Z635,987
P09958,794
P61599,178
Q16663,113
Q9H307,717
Q16667,305
Q16665,850
Q7Z398,422
A6NM03,316
Q8NA42,475
B4DDD5,513
Q9H0E9,1235
B4DDD7,359
B3KNC1,389
Q8IUA7,1624
Q9H0E2,274
Q9UG85,738
Q5TEH5,810
Q9NQT5,275
Q9NQT4,235
Q5TEH9,391
B2RTY4,2548
A6NHC0,703
Q5JT82,389
Q5XPI4,1314
E1P5Q0,797
Q3ZCX4,644
Q5UBZ2,399
A8K7B7,589
Q9P286,719
P61916,221
Q6FHW4,619
Q53XZ3,460
Q6FHW6,557
Q96J87,481
Q32SL2,490
B3KY63,1912
Q9BZQ6,932
Q9BZQ4,307
B7Z2R8,1221
P51679,557
P51677,376
A0PJN8,1982
Q53XZ0,125
P56377,202
B7Z2R3,1221
Q63ZY2,408
Q9NZZ3,219
Q9NSJ5,460
Q8IYK4,626
Q15274,297
Q96IT1,587
P17050,411
Q6PKD3,604
D1CS21,811
Q6P4H4,1337
Q08AG9,495
P13747,399
B3KYA8,426
Q6UVM3,1135
Q6DN90,1160
Q15BH2,1159
Q53ET5,838
P51854,596
Q6IV72,752
P78348,562
Q9NRZ5,378
P78346,344
P78347,998
P78344,907
Q53ET8,208
A8K364,586
A4FU92,527
A8K360,570
Q4VBY6,783
P20618,241
O76024,890
O00144,591
Q969G6,155
Q96CA6,424
Q96T61,913
Q96T62,913
Q59ER8,951
O00409,490
O00408,950
Q15366,366
A6NEF6,245
Q15365,356
B4DWH5,714
O00401,505
O00400,549
P61313,204
Q969U6,566
P62256,183
P49716,269
Q13907,227
O43914,113
Q08AN1,781
O43915,354
P02745,245
Q53FP3,457
P08151,1106
P08620,206
P08621,437
B0QY72,390
A3QNQ0,592
A6NDG6,321
F8VS64,534
P05496,136
Q8NGF3,324
E9PBF2,853
A8MWI8,543
E9PBF7,916
Q9UKL0,482
Q9UKL2,312
Q9BZE0,524
Q9UKL4,321
Q59GX2,492
P06280,429
Q31604,290
P21695,349
Q86T14,409
P01036,141
B4DZR2,518
O15327,938
Q9H1A4,1944
Q6FGQ5,291
Q6FGQ4,335
B7Z811,947
Q8NGL2,311
B4DLI3,349
Q99643,169
Q8TEZ9,805
Q99645,322
Q8N9L1,384
Q8NEM1,530
Q8NEM3,478
Q8N9L9,421
Q7LD69,294
B4DG23,510
Q9BXC0,346
F8VPA5,1275
Q15784,382
P22352,226
Q9Y6I4,520
Q9UKX2,1941
P18077,110
P15514,274
P15515,57
O75943,681
O75940,238
O75947,161
Q9H147,329
B4DXH9,259
P61011,504
Q86VW7,972
Q86VW1,577
Q8IUE6,130
Q09013,655
Q16829,419
Q5H913,290
Q9NYG8,455
B2RUZ8,533
Q496E2,210
O43248,304
Q86VZ5,419
P49356,437
A6NM76,312
O43240,276
D3DQW7,483
O43791,374
Q8N3C0,2202
O43795,1136
F8W940,514
Q9UPN6,1271
Q9UPN9,1127
B3KQY7,670
P53634,463
P51553,393
B4DNC7,526
Q14108,478
B4DNC0,274
A1L467,1390
A4PET2,261
O43424,1007
Q4LDG9,4486
O43426,1573
E9PFZ0,1885
P16152,277
P16150,565
E9PFZ4,814
Q658R4,479
B4DKH4,1306
Q16851,517
Q16850,503
A6NMX2,242
P99999,105
P04626,1255
Q16854,277
Q6FH21,168
Q6FH20,170
Q59F12,864
P04628,370
P04629,796
Q8TE77,659
A5YKK6,2376
O75366,819
O75367,372
O75364,302
O75365,173
Q5VZ30,585
O75360,226
B3KSG0,558
P56817,501
Q8NFY4,1073
B3KSG3,846
O75369,2633
Q8TCT6,385
Q8TCT7,592
Q548C2,822
B4DUC1,741
Q8TCT8,520
Q8TCT9,377
P41145,380
A6NK97,555
O14782,793
P20853,494
P20851,252
O14786,923
O14788,317
Q6ICS9,150
Q9UKG1,709
G1FL29,1907
Q96F10,506
A6NEX6,500
P67870,234
Q13347,325
Q13344,526
P23582,126
A4D1B1,472
P23588,616
Q15319,771
Q13349,1161
P21980,687
Q5TC79,503
P63146,152
Q9NVE7,773
P11511,503
A8MU24,517
P20585,1137
Q9H981,624
P31269,272
A8MU28,537
Q1HE25,930
Q96FZ7,201
F5H635,557
B3KU59,927
P49771,235
P49770,351
Q9Y3Q0,740
O15527,424
O15524,211
O15525,162
O15522,239
O15523,660
O15520,208
Q9BY41,377
B4DVS5,761
O95631,604
Q9NP08,348
B4DQA7,526
O15528,508
Q658U4,582
Q96T55,309
Q9BZ23,570
Q92698,2492
Q5STB3,233
F5H683,487
Q6GZ89,357
Q6GZ84,357
Q6GZ85,357
Q5D1J4,511
Q6GZ82,357
A8K177,456
Q13733,1029
Q5U0N0,318
Q96N87,628
B3KUX2,504
Q96NZ1,517
Q86SK9,330
B4DYK3,609
B2R933,796
Q53YE7,527
Q9BXH1,261
B1AK19,454
Q53YE2,289
P30511,442
P36959,345
Q9NW64,420
P07492,172
P30519,316
P30518,372
Q86YA9,656
Q9UK12,491
P47813,144
Q93084,1052
Q3V5L5,792
Q96GX9,242
Q86V26,2297
O95249,250
Q86V24,386
P37837,337
Q86V21,672
O95243,580
Q8WWR8,496
Q9H422,1215
Q96GX5,879
Q86V29,646
Q9HB15,430
Q9HB14,408
Q08629,439
Q6WWJ7,193
Q08999,1139
B4DXU0,775
Q8NHE4,213
P48426,406
P29279,349
Q9Y2Z9,468
F6W5Z0,950
B7Z4C2,471
Q01813,784
E9PH10,357
Q9Y233,779
Q9Y2Z2,717
Q9Y2Z0,365
P29274,412
P29275,332
Q9Y2Z4,477
Q93009,1102
D6RF12,570
A5PL27,1065
Q6W5P4,371
B3KVV5,275
Q01740,532
Q08ER8,600
P31391,388
P19793,516
P09493,326
P09496,260
P09497,229
Q53SD7,690
Q5T2R2,415
B2RBL9,916
B2RBL3,482
Q9BT40,448
P07478,247
B0FWZ3,645
A8K287,211
Q5NV56,247
Q2XQZ0,1224
Q9P2B2,879
P07477,261
A8K0Y0,354
P01138,241
Q9UGM3,2413
P01130,860
A5D6Y3,1312
Q96AB6,310
P01135,166
A5D6Y4,494
P01137,390
Q494X3,552
P00846,236
Q92506,261
E9PLH4,1683
P16989,372
Q9BXP8,1791
Q5LJ99,538
Q5LJ98,538
A8K996,2492
Q8IYV1,506
Q9Y691,279
B4DLZ6,962
B4DLZ7,682
Q9Y4P1,393
B4DLZ5,390
Q86UX6,499
A6NGJ6,449
Q86YV3,805
Q5JPP8,669
Q96IJ6,420
P32856,288
B3KS12,1035
P62837,147
Q92600,331
Q86YV6,388
B3KS15,784
P33076,1130
Q92608,1830
P35968,1356
Q9BZJ6,419
Q9BZJ7,368
B4DJT4,424
Q05CT6,731
P35499,1836
O75558,287
Q9BZJ0,848
O75888,250
B2R4W8,130
P23219,599
O75881,506
Q9HAR2,1580
Q99983,421
Q99986,396
Q99985,769
Q92733,491
Q99988,308
Q8TAS6,1810
Q8TAS1,419
Q8TAS0,298
A8K828,512
Q19R08,2377
A3RJH1,740
P17858,780
Q5SR62,122
Q59HC2,1194
P47914,161
Q9H427,330
O75084,574
Q147X3,362
D1MGQ2,142
Q86TT8,753
Q32M78,642
Q99497,189
Q9NRG4,433
B7Z5G2,536
Q5TA45,606
Q9NRG0,131
O75771,328
P54886,795
Q9UI12,483
Q13131,559
Q13133,466
A8JZZ6,438
Q9NUI1,292
A8JZZ0,406
P52737,540
E9PB61,264
P52735,878
E9PB63,395
Q8NHL6,701
P52732,1056
Q9C0C9,1292
P29966,332
Q53Y97,313
P61952,73
Q9UIS9,656
P61956,95
O94806,890
O95400,341
B4DTZ0,1449
O94805,426
O95405,1425
P20309,590
O95407,300
P28566,365
O95409,532
Q14643,2758
Q5TEJ4,351
O94808,682
Q6IBP4,233
P11182,482
Q99453,314
Q9H4G0,958
Q6UWR7,440
P28562,367
A8K3L7,213
A6NCV1,312
Q969V1,340
A8K3L0,591
Q5H8V1,184
Q5T945,395
Q2NKL1,988
Q9Y4Z0,139
Q2TAZ1,2059
F8W682,1241
Q9UF12,826
Q5HYF3,329
Q8N636,533
B4DW68,434
P40938,356
P40939,763
P40933,162
B4DW63,458
Q5VXV3,290
P40937,340
Q9NY72,215
Q8NH76,319
Q99594,472
Q02040,695
Q02045,173
Q9BWF3,364
Q9BWF2,469
B7Z312,750
Q8NH74,314
P31943,449
P31942,346
P31941,199
P12980,280
A8K1Z6,499
A8K1Z4,1097
Q9UN79,622
Q8NH72,309
Q9UJT1,453
P31948,590
Q8NH73,311
P60604,165
B3KWV7,232
P61604,102
B3KWV4,2059
A8MW31,343
Q8NG84,335
Q8NG85,312
Q6JEL2,608
Q14916,467
Q8NG81,312
Q14914,329
Q8NG83,312
P60953,233
Q7Z667,323
Q12846,297
P19532,742
Q12772,1141
O94759,1553
F6UBB5,365
Q12778,655
B4DMI3,636
B4DK84,568
Q16644,382
Q5FWF1,918
A8K9Z8,749
Q8TBJ7,748
Q5FWF5,840
O43681,348
D3DXD9,452
Q9Y216,660
Q16649,462
Q04844,493
O43683,1085
Q9UPQ4,493
Q9UPQ8,538
B7ZLI6,221
Q0P5T0,70
P09936,241
Q9NS91,495
Q9BPX3,1015
Q9H0C2,315
Q9H0C5,482
B4DDB7,493
B4DDB4,598
Q9BPX5,153
F5HE57,761
P80192,1104
Q14330,331
Q53HL2,280
Q9ULM6,557
Q9C086,356
F8VZD8,1744
Q5DSZ9,534
B4DKS0,500
B4DKS4,739
B1AJV5,429
Q7L2M7,780
Q6FHI7,312
B3KY45,1116
Q6NUN9,644
B3KY43,418
B3KY42,661
Q9UQK1,317
Q2M1V8,875
Q4G0F2,1327
Q7Z3D7,930
P13584,511
Q05DU0,322
Q8NAC3,791
Q9Y6U3,715
Q5DSZ6,530
Q9HCC0,563
P38159,391
A2RRN8,1503
Q5T6K9,458
Q9BRJ9,268
P51617,712
Q8N0Y5,310
F5H0R0,554
Q8N5J4,248
Q3SXZ3,478
Q99680,433
E5RJJ7,160
Q3MI84,418
Q99683,1374
A8K517,143
A8K846,489
Q06124,597
B3KNA0,387
P15374,251
Q7Z442,2459
Q13698,1873
P13765,273
B2RXI1,1655
P02585,160
P78369,228
Q6Y1H2,254
Q9NRX4,125
P78362,699
P78363,2273
P78364,1004
Q9NRX1,252
P23025,273
P78367,333
P05129,710
A8K615,666
Q6ICW0,93
A8K341,465
P05121,402
O00469,737
O00468,2045
A4D2A2,719
O95180,2353
B7ZAG8,660
O95182,121
O95183,116
Q9UL58,517
Q9UL59,606
O00463,621
O00462,879
Q15345,812
B7Z2P7,730
B7Z2P2,1214
Q9BRR0,538
B7Z2P9,975
Q546Y9,198
Q6IBM2,250
C9JB40,392
P63096,354
Q9NTF0,551
P08603,1231
Q8N201,2190
Q96SL4,187
Q8IWZ8,645
Q6GTS8,502
P60763,1424
P01588,715
P01589,272
Q9UKJ8,722
O95989,172
P55081,439
O95985,862
P01583,271
P01584,269
O95983,291
P43308,183
Q6IBW4,605
Q8WY54,764
O15342,81
P35398,556
P43304,727
O15347,200
O15344,667
P43307,298
F5GYK5,457
Q9H255,320
Q99661,725
F8VPC9,230
P18054,663
P62736,377
B3KTY6,379
P15531,152
Q8NGH8,313
Q96P73,338
P15538,574
Q86VI4,370
Q14344,377
Q86VI3,1631
Q9UQS6,2387
Q6VVB1,395
Q9Y3S1,2297
P21549,392
O75964,103
P62136,414
Q9H161,411
Q6KF10,455
P00451,2351
P00450,1065
O75962,3097
Q02928,520
P22083,530
Q15835,563
Q9NYE8,2054
Q15831,433
A4LBB6,223
Q5UGI7,406
Q59FD8,1005
Q96RE9,604
Q7KZI7,788
P53611,331
Q9UBY5,353
Q9UKR0,248
Q9UET6,329
Q8NGN4,311
Q14123,769
Q14126,1118
Q2TU89,907
Q08E71,649
P10114,183
Q68DQ7,398
P04745,511
P04746,511
Q53TQ3,878
Q9UFB7,646
Q9GZS3,305
Q6IE81,842
Q9UL62,973
Q8N4M1,653
Q9GZS1,481
Q6FH41,490
P49326,533
F5H2B2,255
P49321,788
B3KSA5,514
Q16873,150
Q6FH48,313
A6NHA9,309
Q16877,469
Q16875,534
Q16874,495
B3KQ28,755
O75342,701
Q52LH9,610
O75344,327
Q1WMJ3,589
O75346,499
A2A3R6,249
B4DU74,266
O15438,1527
Q05655,676
B3KQ22,292
P25685,340
P25686,324
Q8NFH5,326
Q4JHT5,211
E7EV16,513
Q53GA5,393
Q86X95,450
P30954,320
P30953,314
Q9BQW3,644
Q9UDR5,926
Q05DQ3,350
P20839,599
Q8NGN0,318
Q96DB2,347
Q4J699,1243
A9JIG7,543
Q13360,321
Q13362,555
Q13363,440
Q17S11,394
Q17S10,524
Q9Y5Q3,323
Q13367,1101
P67812,179
Q9NYK1,1049
P23560,247
Q9NR09,4857
P11532,3685
Q5UAW9,335
Q6PEY4,583
A4FVB9,1548
Q96KK3,526
Q5T697,354
Q96KK5,128
P51654,603
Q9BQE4,189
Q05193,864
Q5VTR2,975
Q96FX7,289
Q96FX8,193
Q9ULH1,1132
Q9ULH0,1771
O95619,227
Q2L6J1,425
B2RDW1,156
Q7Z7E8,422
Q8IWK6,1321
O15504,435
B2RDW4,735
B2C6G3,439
P46721,670
Q6ZMR5,421
P48058,902
P03372,595
Q5JQI0,415
B4DIP3,940
B4DIP5,434
A2RUF3,1099
A2RUF7,1645
Q9NU63,536
Q9HCF6,1732
Q96EL6,949
Q6PG37,636
P35568,1242
P55769,132
Q8IZK6,566
Q13751,1172
Q13753,1193
Q8WXJ9,295
A3KFK8,572
B4DTG0,891
Q5DSZ5,530
Q96NX5,476
E9PGB4,513
E9PGB7,470
P51449,574
B0LPF3,217
Q96P68,337
E9PAR0,201
Q9NUA8,1239
E9PAR5,156
Q59EE4,2726
E9PHB6,2016
Q09FC8,603
P84022,425
E9PHB1,491
P40855,299
Q96H99,634
P31629,2446
Q96H96,371
B3KTF0,1024
P49590,506
P31152,587
P31153,395
P48443,463
Q9Y2J8,665
Q8NHC7,312
Q8NHC4,309
Q8NHC5,309
P48448,385
P48449,732
Q03721,635
Q8NAG5,582
Q9Y2D1,282
Q9Y2D0,317
Q11201,340
Q9Y6Q2,735
P29218,277
Q6XD76,172
Q53F11,467
Q11206,333
B4E0Z4,307
Q9P2D7,4330
Q9Y2J2,1087
Q6IAT9,239
Q53GT1,634
A8K2M0,418
Q01831,940
A0AVK6,867
Q8N9K5,499
P62942,145
Q9H3D4,680
A5PL00,1274
P62945,25
Q9NNX6,404
B4DE97,523
Q9BVK2,526
P56589,373
Q92997,723
Q5JRS4,329
E7EP56,1888
P16619,93
B9EGQ7,1591
O14593,260
Q70EL2,814
Q9Y383,458
P16615,1042
Q70EL4,1123
P57729,212
Q6DU14,343
P57723,424
P57721,371
A8K9A6,275
Q3KT79,394
B4E1B7,491
Q53FE8,370
Q5IEC8,539
P04198,464
Q96P69,363
Q5IEC3,539
Q02575,133
Q99929,193
Q92781,318
Q8N1Q1,262
Q9BXR0,403
B4DLX3,211
Q8IYT8,1036
Q86UT6,975
P20794,1907
Q3S611,314
Q5JWF2,1037
Q6UWM9,527
Q9UHX3,823
Q6UXB4,293
Q3MIH3,128
Q9UQP3,1299
P28039,686
Q68DK7,614
B4E170,703
Q5SW96,308
Q8IW19,511
B3KS38,580
O75570,468
Q4W597,314
Q32MB6,441
B3KS36,403
O75578,1167
Q9Y6H5,919
Q8TAQ5,688
Q9Y6H6,103
Q8TAQ2,1245
P78559,3041
O60716,968
P78556,96
P78552,427
Q9Y2Y9,288
A2AAU0,836
Q549S9,438
A8K6A7,1011
Q9UJX6,822
P01112,189
P01111,189
A8MXR7,207
P01116,189
Q59HA3,1575
P54577,528
O75752,331
O75751,557
P68366,448
Q13112,559
P68363,451
Q8IZZ5,615
Q86TZ7,1077
Q0VAE8,1306
B7Z3Q2,375
E9PB02,344
E9PB03,516
B7Z5E9,470
E9PB07,190
B7Z5E3,361
P08476,426
Q6MZZ7,669
P08473,750
Q9NRE2,1034
Q9NRE1,261
Q7RTX0,852
Q7RTX1,841
Q9H1V8,727
Q7RTX9,515
P61978,464
P52756,815
Q3LRJ6,1885
Q59H48,575
Q5FWE9,555
F5H0C3,1675
Q59H42,660
B3KXB6,1299
B3KXB0,1104
Q59H44,1722
P54753,998
O95429,457
P54750,535
P54756,1038
Q9H4E5,214
Q5VV17,481
O95427,931
Q7Z2D7,365
O95425,2214
A0N0R1,92
Q6IBR2,508
A0N0R2,372
Q6IBR6,229
Q6IBR8,333
P48201,142
Q8IW54,950
Q8IW55,680
A8K3J4,337
Q6ICS7,391
F8QQP8,1257
Q8NGV7,314
Q9UHA7,158
Q9BWX5,417
Q5DX21,431
A8K4B5,334
B2RAP9,460
Q5W009,401
Q6MZZ3,1278
Q9NWB7,429
Q8NGV0,311
P19086,355
P19087,354
Q04756,662
P16050,684
Q16401,504
Q9UHI5,535
Q9UHI6,824
Q9UHI8,967
P52298,156
B4DZE7,512
Q96PL5,475
Q14666,432
Q9UNU6,501
P35318,185
Q03519,769
P61626,148
F8W9B4,340
Q14TF0,637
Q14938,502
O75791,330
Q8NG68,377
Q14934,902
Q8NH16,312
P00751,1266
Q8NH10,309
Q14931,2839
O94778,261
Q9H832,354
P22897,1456
Q12797,758
Q12794,435
P19883,344
Q12792,350
Q6IB80,98
O94776,668
O94777,130
P09917,674
P09914,478
Q6H3X3,334
P15391,557
P09919,207
P62195,406
B6ZGS9,486
Q9UPW0,622
Q96G91,374
Q96G95,412
P51589,502
Q29980,383
B4DKQ7,526
B4DKQ2,361
P51580,245
P51582,365
A7E2A5,1704
P51587,3418
P56282,527
Q9NWN3,711
A6NHG8,568
A4D105,121
Q96D21,266
B3KY27,398
A8MTS8,338
P61086,200
Q99578,217
P61081,183
Q7Z602,305
P85037,733
P13569,1480
Q7Z3J4,1147
Q6FI00,295
Q96BA7,825
O60481,467
Q75MT5,354
Q9Y6W8,199
Q9NZV8,630
O60486,1568
O60488,711
Q9Y6W6,482
Q8NAM6,433
Q13591,1074
A2RRL5,388
C9J8K2,193
F5H3G6,2127
Q96KN2,507
F5CTF3,317
E9PI97,387
Q96KE5,802
P17019,563
Q8WTS6,366
Q6UX04,472
Q13595,282
Q6UX07,377
P25025,360
P25024,350
P25021,359
P17014,697
P17017,642
Q13330,715
Q5TCX1,230
Q03393,145
F1T0D5,402
O75928,621
E7ETD5,281
A8K632,329
O76064,485
B5MCC7,158
F1T0D9,402
Q6ICU9,701
A8K639,693
Q92878,1312
P05108,521
O00442,366
B8ZZN4,188
O00330,501
O00444,970
Q15329,347
O00338,310
A8K327,461
P05107,769
Q13946,482
Q5XKK9,130
O95168,129
O95169,186
O95166,117
A4D2G3,310
P06132,367
P06133,528
Q13948,1505
O95163,1342
A4D2G4,310
Q9BRP0,275
B2RDH3,380
Q5T422,571
P51636,162
Q9BRP8,204
Q96L73,2696
P47870,512
F6SH78,326
Q99741,560
Q05925,392
P02652,100
Q45KQ8,200
P02656,117
A4D0Y6,613
Q8N228,414
P15880,293
P34130,210
D3DRS9,392
F8VBW7,1907
Q96I15,445
A4D0Y8,167
P58181,314
O15360,1455
Q99619,267
Q6U2E9,1744
P53985,500
Q9Y244,141
Q9Y247,325
Q9Y243,479
P0C0E4,278
Q9Y248,185
Q69YV3,599
Q9BXW9,1471
P22310,534
Q9Y644,331
B4E236,706
Q5SQH4,1041
B4E239,1056
A8KA19,962
Q9UBN1,327
P27797,417
Q8N2Y6,3703
B7ZB20,333
Q01534,308
Q14320,339
P24046,479
B7Z8X1,437
P24043,3123
Q7Z5W8,2346
B3KRC4,1048
Q8IUH8,684
Q6ZNA1,936
B3KRC2,313
Q6IT96,482
Q6ISB3,625
O43808,307
P16860,161
Q3MNF1,2029
B7ZM96,758
B7ZM95,758
B0AZM9,719
P01303,97
Q8N488,228
Q96RC9,309
Q15819,145
B0AZM1,789
O43752,255
Q8NGE5,316
B7ZM99,979
Q8WVQ1,401
C8KIL9,522
C8KIL8,522
Q7KZN9,410
Q15334,1064
Q9Y5Z6,326
Q8NCH0,376
Q14498,530
Q14494,772
O00219,553
Q6IRZ0,130
Q8NEA4,188
Q8NEA6,775
Q5HYI4,574
Q8N4C8,1332
A7J992,1821
Q68D63,463
Q9Y3N9,320
Q3B769,267
P46531,2555
B3KN77,885
P56856,261
Q8NGE9,314
Q6FH62,310
Q5VTD9,330
B3KN79,514
Q6FH65,207
Q05639,463
B3KVF5,456
Q6P2E8,756
B4DPA8,829
Q6P2E6,665
Q6UXL0,311
Q6ZSZ6,1077
O75326,666
Q5VZ77,112
P30939,366
Q5MNV8,452
P27539,372
E9PPW4,1117
B2R9R2,497
Q9NRW7,570
P82251,487
P20813,491
P41181,271
Q14CA1,1308
P20815,502
A4D1N9,259
A4D1N0,376
P63104,246
Q13308,1078
Q13309,424
Q8NDE9,1271
Q9Y5S9,174
Q9Y5S8,564
Q13303,395
B7Z7L2,486
B7Z7L3,334
Q0VGD6,637
Q0VGD7,593
B0YJ33,3335
Q8IVS2,390
Q9Y651,276
Q9ULV5,492
Q99627,209
Q9ULV1,537
Q9ULV0,1848
Q99626,313
A6NKB1,34942
P48023,281
Q9ULV8,474
Q16236,606
P36894,532
P36896,505
P36897,503
Q9H9P2,273
Q8TBX8,421
Q9H9P8,463
Q8IU67,697
Q76KX8,674
Q02363,134
Q8IWE6,484
B2RDU6,396
Q8IWE0,489
B4DIR9,693
Q6XYB7,198
A8K5G0,1082
B6D4Y2,1620
B4DIR6,219
B7ZLE8,1403
P05976,194
Q8WXH4,323
Q8WXH5,535
Q8WXH6,277
Q5U743,195
P55036,380
A9UGY9,275
A1L3U1,760
Q5VSQ6,534
Q9HC16,384
Q13772,650
Q5U0J2,193
Q5U0J5,341
Q6ZWB8,813
Q9P2P5,1572
Q53H01,546
Q5T160,578
Q9BUI4,534
Q9BUI6,875
Q16878,200
P30559,389
P62273,67
P30550,384
P30556,394
P37275,1125
Q9UJV3,735
Q19R03,2377
Q19R02,2377
D2KUA6,505
Q8WWN8,1544
Q9P013,229
E5LCN7,126
O15198,467
P45984,424
P45985,399
O15197,1021
P45983,427
E7EPX7,2758
Q5THQ0,430
Q9HB55,504
Q8N9R1,331
Q9UL17,535
Q01851,419
B4E0X6,263
Q5SQN1,464
E9PH57,773
E9PH55,503
F2YGU4,344
E5KQF6,778
F2YGU0,361
Q6I9R9,574
E5KQF5,778
P09104,434
B4DJX9,325
A8MY84,406
P16671,472
Q8NBZ7,420
B4DX29,521
Q8WYK0,555
P21796,283
B4DX20,530
Q9BT81,440
P02489,173
O14578,2069
O14576,645
Q96CG1,437
B3KT86,1145
P49841,420
P49840,483
P49842,368
P49848,677
Q86UV5,1047
Q86UV6,250
Q86UV7,250
P59537,309
A2NHM0,377
Q6ZVS2,276
Q9NQC7,956
C0SQ93,470
Q96BA8,519
Q9H8W5,580
C0LZJ3,850
Q9NZK7,142
B1AQ17,270
Q5JPT6,665
Q5JPT4,665
Q5JPT5,665
P20774,298
Q9C0A1,2572
B4E3V3,441
Q6IFH4,312
B4E3V1,285
Q9UQR0,700
B3KVR6,252
P43119,386
Q9H2J7,730
A0PJU7,764
Q8IX29,349
P43699,371
P43115,454
Q6P9F5,258
P43116,488
O60739,113
B4DJP9,262
A8K6C2,256
Q9Y6J9,622
Q9Y6J8,313
O60733,806
Q8TAW8,276
Q6P275,1275
Q9NPY3,652
P78536,824
Q59HG2,1124
Q59HG3,1408
P17813,658
P17812,591
A9Z1Z8,919
A8K860,575
Q549U1,282
O95395,438
O95394,570
Q8TBC4,463
O95396,460
O95391,586
O95390,407
O95393,424
Q58F09,837
P06307,115
Q58F05,866
O95399,139
P43220,463
P49674,416
Q13177,524
Q8IZX4,1826
Q9H461,694
B2RND3,346
Q9NRC8,400
C9JN71,531
P14138,238
E9PB28,247
E9PDA4,1308
E9PB24,169
E9PB27,455
Q8TF32,576
P14136,432
C9IZI7,465
B7ZLX1,1570
B7ZLX0,1048
Q3ZCV1,1042
Q9P283,1205
Q0WXX5,282
Q8N561,263
Q9P289,416
Q6ZW95,426
Q96LD8,212
F2Z382,1805
Q5ZGX3,422
B3KMD8,1199
Q70JA7,882
Q6ZUX8,1300
Q17RV3,2527
O94844,696
Q8NGP8,315
O60547,372
P32189,559
Q99490,1192
A0N0P2,288
Q02556,426
Q53QY6,199
Q8IW76,551
Q02880,1626
P39656,456
A8K3H3,454
Q12972,351
Q9H013,955
A6NI00,1037
Q5STV6,381
A6NI03,449
B3KPF0,291
Q8NGP9,310
Q86TX2,421
Q53H53,533
Q5QPS4,591
Q86TX9,2137
P21802,838
E9PEE1,758
Q02083,359
